ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Puchase Amounts,Subscription Start Date,Subscription Expiration,Duration,Demo User,Free Trial User,Auto Renew,Country,User Type,Lead Platform (App = 0),Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,App Start,App Other,App Completed,App NULL,App Onboarding,App Launch Times
20053,ENG,0,0,0,#VALUE!,9/9/2019,12/9/2019,91,1,0,0,US/Canada,1,0,1,1,13,0,0,0,0,2,3,1,0,0,1
20054,ESP,0,0,1,0,12/28/2018,12/28/2019,365,0,0,1,US/Canada,1,1,1,1,74,19,0,17,0,0,1,0,0,0,0
20055,ESP,0,0,0,#VALUE!,2/20/2020,5/20/2020,90,1,0,1,US/Canada,1,0,1,1,7,0,0,0,0,0,1,0,0,0,1
20056,CHI,0,1,0,#VALUE!,11/28/2019,5/28/2020,182,1,0,1,US/Canada,1,1,1,1,1,1,0,1,0,0,2,0,0,0,2
20058,EBR,0,0,1,15.83,11/26/2018,12/26/2018,30,0,0,0,Europe,1,1,1,1,43,1,0,1,0,2,2,0,0,0,2
20060,TGL,0,0,1,49,1/15/2020,7/15/2020,182,1,0,1,US/Canada,1,0,1,1,7,3,0,2,0,4,5,2,0,0,15
20061,EBR,0,0,1,151.8,7/15/2019,10/15/2019,92,1,0,0,Europe,1,1,0,1,0,0,0,0,0,1,4,1,0,0,0
20062,HEB,0,0,0,#VALUE!,3/24/2020,2/24/2021,337,1,0,1,US/Canada,1,0,1,1,8,0,0,0,0,3,8,2,0,0,7
20063,ESP,0,1,1,35.97,7/13/2019,7/13/2020,366,0,0,1,Other,0,1,0,0,5,2,0,1,0,0,0,0,1,0,0
20064,ESP,0,1,0,#VALUE!,2/7/2019,2/10/2020,368,0,1,0,US/Canada,1,0,1,1,33,0,0,0,0,0,0,0,1,0,0
20065,RUS,0,0,0,#VALUE!,8/31/2019,12/1/2019,92,1,0,0,Europe,1,0,0,1,0,0,0,0,0,6,7,5,0,0,6
20066,ESP,0,0,0,#VALUE!,3/30/2020,7/2/2020,94,0,1,1,US/Canada,1,1,1,1,5,5,0,1,0,1,2,1,0,0,1
20067,ESP,0,0,0,#VALUE!,1/8/2020,4/8/2020,91,1,0,0,US/Canada,1,0,1,1,4,0,0,0,0,1,1,1,0,0,3
20068,ESP,0,1,0,#VALUE!,11/3/2018,11/6/2019,368,0,1,0,US/Canada,1,0,1,1,175,8,0,5,0,0,0,0,0,0,2
20069,CHI,0,0,0,#VALUE!,7/25/2019,10/25/2019,92,1,0,0,Europe,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0
20070,FRA,0,0,1,48.36,1/2/2020,6/27/2020,177,0,1,0,Europe,1,1,1,1,78,33,18,15,9,1,5,9,0,0,7
20072,JPN,0,0,1,0,6/2/2019,9/2/2019,92,1,0,1,US/Canada,1,0,1,1,187,5,3,4,2,0,1,4,0,0,5
20073,ESP,0,1,1,79,3/17/2019,9/17/2019,184,0,0,0,US/Canada,1,1,1,1,194,26,1,25,1,2,6,9,0,0,17
20074,ESP,0,0,1,0,3/11/2019,3/11/2020,366,1,0,1,US/Canada,1,0,1,1,7,0,0,0,0,2,3,2,0,0,8
20075,FRA,0,0,1,38.85,8/6/2019,11/6/2019,92,0,0,0,Other,0,1,0,0,37,0,0,0,0,0,0,0,1,0,0
20077,ESP,0,0,1,35.97,2/19/2020,5/19/2020,90,0,0,1,Other,0,1,0,0,6,3,0,1,0,0,0,0,1,0,0
20079,ALL,0,1,0,#VALUE!,3/24/2020,3/27/2021,368,0,1,1,US/Canada,1,0,1,1,19,12,0,2,0,2,3,2,0,0,2
20080,ITA,0,1,1,50.63,7/3/2019,7/3/2020,366,0,0,1,Other,0,1,0,0,8,8,0,2,0,0,0,0,1,0,0
20081,ENG,0,1,0,#VALUE!,2/7/2019,2/10/2020,368,0,1,0,Other,1,0,0,1,0,0,0,0,0,0,1,4,0,0,7
20082,ENG,0,1,1,79,7/31/2019,2/3/2020,187,0,1,0,US/Canada,1,1,1,1,14,0,0,0,0,6,7,3,0,0,7
20083,ESP,0,0,0,#VALUE!,2/25/2020,5/25/2020,90,1,0,1,US/Canada,1,0,1,1,8,0,0,0,0,2,4,3,0,0,5
20084,ITA,0,0,1,0,2/17/2019,8/17/2019,181,0,0,0,US/Canada,1,1,1,1,184,8,0,7,0,2,3,1,0,0,2
20085,FRA,0,1,0,#VALUE!,6/22/2019,12/22/2019,183,1,0,0,US/Canada,1,0,1,1,1,0,0,0,0,2,2,3,0,0,4
20086,ESP,0,0,0,#VALUE!,1/26/2019,1/26/2020,365,1,0,0,US/Canada,1,0,1,1,123,8,0,6,0,0,0,0,1,0,0
20087,ESC,0,0,0,#VALUE!,5/14/2019,5/14/2020,366,1,0,0,US/Canada,1,0,0,1,1,0,0,0,0,4,8,19,0,0,25
20088,ESP,0,1,0,#VALUE!,9/30/2019,6/30/2020,274,1,0,1,US/Canada,1,0,1,1,1,0,0,0,0,2,3,1,0,0,2
20089,LAT,0,0,1,0,2/3/2019,1/27/2020,358,0,0,0,Other,0,1,0,0,6,1,1,1,1,0,0,0,1,0,0
20090,ESP,0,1,0,#VALUE!,3/28/2020,8/6/2020,131,0,0,1,Other,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0
20091,FRA,0,0,0,#VALUE!,1/25/2019,4/25/2019,90,1,0,0,Europe,1,0,0,1,0,0,0,0,0,2,3,1,0,0,7
20092,GRK,0,0,1,0,11/26/2018,2/27/2019,93,0,0,0,US/Canada,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
20093,ITA,0,0,0,#VALUE!,3/25/2020,6/25/2020,92,1,0,1,US/Canada,1,0,1,1,6,0,0,0,0,0,9,7,0,0,9
20094,FRA,0,0,1,38.98,3/27/2020,6/30/2020,95,0,1,1,US/Canada,1,1,1,1,9,7,0,2,0,3,3,3,0,0,2
20095,JPN,0,0,1,16.88,10/30/2018,1/30/2019,92,1,0,0,Europe,1,0,1,1,19,0,0,0,0,0,0,0,1,0,0
20097,ESP,0,0,1,0,11/18/2018,2/24/2019,98,0,0,0,US/Canada,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
20098,ESP,0,1,1,79,10/23/2019,4/23/2020,183,0,0,1,Other,0,1,0,0,6,2,0,1,0,0,0,0,1,0,0
20099,ENG,0,0,0,#VALUE!,2/28/2020,5/28/2020,90,1,0,0,US/Canada,1,0,1,1,4,0,0,0,0,3,4,3,0,0,6
20100,ESP,0,1,0,#VALUE!,11/17/2018,11/20/2019,368,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20101,ESP,0,0,1,38.25,7/17/2019,1/27/2020,194,0,1,0,US/Canada,1,1,1,1,94,12,0,5,0,3,1,3,0,0,3
20102,ALL,0,0,1,95.88,3/18/2020,3/18/2021,365,1,0,1,US/Canada,1,1,1,1,17,12,10,2,1,0,3,2,0,0,4
20103,ITA,0,0,1,86.9,12/18/2019,6/18/2020,183,1,0,1,Europe,1,0,0,1,0,0,0,0,0,2,0,0,0,0,4
20104,ESP,0,0,1,0,6/1/2019,12/4/2019,186,0,0,0,US/Canada,1,1,1,1,1,0,0,0,0,1,4,1,0,0,3
20105,ESP,0,0,1,0,5/17/2019,8/17/2019,92,0,0,0,US/Canada,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0
20106,EBR,0,1,1,50.63,12/24/2019,6/24/2020,183,0,0,1,Other,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
20107,KOR,0,0,0,#VALUE!,3/21/2020,6/21/2020,92,1,0,1,Europe,1,0,1,1,0,0,0,0,0,2,2,0,0,0,3
20108,FRA,0,0,1,97.9,10/20/2019,10/20/2020,366,1,0,0,Europe,1,0,0,1,0,0,0,0,0,6,5,4,0,0,6
20109,ITA,0,0,0,#VALUE!,4/10/2019,7/10/2019,91,1,0,0,US/Canada,1,0,1,1,1,0,0,0,0,0,2,8,0,0,15
20111,ENG,0,1,1,79,7/22/2019,4/25/2020,278,0,1,1,Other,1,1,1,1,2,1,0,1,0,0,4,0,0,0,0
20112,DEU,0,0,1,0,12/28/2018,12/28/2019,365,0,0,0,US/Canada,1,1,1,1,177,2,0,2,0,1,4,0,0,0,1
20113,ESP,0,0,1,0,2/11/2019,8/11/2019,181,0,0,1,US/Canada,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2
20114,ESP,0,0,1,0,12/4/2018,12/4/2019,365,0,0,0,US/Canada,1,1,0,1,0,0,0,0,0,1,3,0,0,0,2
20115,POR,0,0,1,10.28,3/20/2019,3/20/2021,731,0,0,0,Europe,1,1,1,1,3,1,0,1,0,2,4,0,0,0,1
20116,ENG,0,0,0,#VALUE!,2/3/2019,2/3/2020,365,1,0,0,US/Canada,1,0,1,1,38,0,0,0,0,0,0,1,0,0,7
20117,ESC,0,1,0,#VALUE!,4/22/2019,4/22/2020,366,1,0,0,Europe,1,0,0,1,0,0,0,0,0,0,2,4,0,0,16
20118,DEU,0,1,1,79,7/29/2019,5/6/2020,282,1,0,0,US/Canada,1,0,1,1,3,0,0,0,0,2,5,0,0,0,2
20119,ITA,0,0,1,0,12/25/2018,12/25/2019,365,0,0,0,US/Canada,1,1,1,1,187,23,0,21,0,1,3,0,0,0,4
20120,ALL,0,0,0,#VALUE!,3/27/2020,3/27/2021,365,1,0,1,Other,1,0,1,1,0,0,0,0,0,1,2,2,0,0,2
20121,FRA,0,0,1,35.97,2/4/2020,5/4/2020,90,0,0,1,US/Canada,1,1,1,1,34,0,0,0,0,7,2,2,0,0,8
20122,FRA,0,0,1,0,10/19/2018,10/19/2019,365,0,0,0,US/Canada,1,1,0,1,0,0,0,0,0,1,4,0,0,0,2
20123,KOR,0,0,0,#VALUE!,12/17/2019,3/17/2020,91,1,0,0,Other,1,0,0,1,0,0,0,0,0,13,14,14,0,0,16
20124,ESP,0,0,1,0,1/5/2019,5/15/2019,130,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20125,KOR,0,0,0,#VALUE!,3/30/2020,6/30/2020,92,1,0,0,US/Canada,1,0,1,1,2,2,0,1,0,4,3,1,0,0,2
20127,ESP,0,0,1,38.54,1/31/2020,4/30/2020,90,0,0,0,US/Canada,1,1,1,1,17,13,0,4,0,3,4,2,0,0,5
20128,ESC,0,0,1,35.97,2/10/2019,5/3/2020,448,0,0,1,Europe,1,1,0,1,70,6,5,3,2,0,3,0,0,0,13
20129,ESP,0,1,0,#VALUE!,11/15/2019,5/15/2020,182,1,0,1,US/Canada,1,0,1,1,2,0,0,0,0,3,3,2,0,0,3
20130,ESP,0,0,0,#VALUE!,1/21/2019,1/21/2020,365,1,0,0,US/Canada,1,0,1,1,5,4,0,1,0,6,4,3,0,0,10
20131,ITA,0,0,1,0,1/13/2019,7/13/2019,181,0,0,0,US/Canada,1,1,0,1,0,0,0,0,0,0,2,0,0,0,1
20132,GRK,0,0,0,#VALUE!,1/26/2019,1/26/2020,365,1,0,0,US/Canada,1,0,0,1,0,0,0,0,0,0,0,2,0,0,4
20133,KOR,0,0,1,0,3/20/2019,6/20/2019,92,0,0,0,Other,0,1,0,0,36,0,0,0,0,0,0,0,1,0,0
20134,ARA,0,0,1,35.97,10/7/2019,1/7/2020,92,0,0,0,Other,0,1,0,0,23,2,0,2,0,0,0,0,1,0,0
20135,GRK,0,0,1,22.96,2/6/2019,8/6/2019,181,1,0,0,Europe,1,1,1,1,40,2,0,2,0,0,0,0,1,0,0
20136,JPN,0,0,1,0,4/2/2019,7/2/2019,91,0,0,0,US/Canada,1,1,1,1,17,0,0,0,0,0,1,0,0,0,0
20138,EBR,0,0,1,15.33,11/11/2018,11/11/2020,731,0,0,1,Europe,0,1,1,1,0,0,0,0,0,2,4,0,0,0,0
20139,ESP,0,0,1,35.97,8/10/2019,12/4/2019,116,0,0,0,Other,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0
20141,FRA,0,1,0,#VALUE!,10/11/2018,10/14/2019,368,0,1,0,US/Canada,1,0,1,1,17,0,0,0,0,0,0,0,0,0,1
20142,ESP,0,1,1,35.97,4/7/2019,7/7/2020,457,1,0,1,Other,1,0,0,1,3,2,0,1,0,1,6,1,0,0,13
20143,ESP,0,0,0,#VALUE!,2/6/2020,7/8/2020,153,0,1,1,US/Canada,1,1,0,1,1,1,0,1,0,0,2,1,0,0,11
20144,ESP,0,0,1,39.16,3/31/2020,6/30/2020,91,0,0,1,Other,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
20145,ESP,0,0,1,0,2/5/2019,5/5/2019,89,1,0,0,US/Canada,1,0,0,1,0,0,0,0,0,0,2,9,0,0,9
20146,ESC,0,0,1,10.28,3/22/2019,3/22/2021,731,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20147,ESP,0,0,1,0,10/23/2018,4/23/2019,182,1,0,0,US/Canada,1,0,1,1,170,2,0,2,0,1,5,0,0,0,1
20148,ESP,0,1,0,#VALUE!,3/19/2020,1/29/2021,316,1,0,1,US/Canada,1,0,1,1,4,1,0,1,0,0,2,0,0,0,6
20149,ENG,0,0,0,#VALUE!,3/20/2020,1/10/2021,296,1,0,1,Other,1,0,1,1,1,0,0,0,0,2,5,3,0,0,4
20150,JPN,0,1,0,#VALUE!,10/3/2018,12/6/2018,64,0,1,0,Other,1,0,1,1,13,0,0,0,0,0,0,0,1,0,0
20151,ESP,0,0,1,22.96,3/2/2019,3/2/2020,366,0,0,0,Other,0,1,0,0,2,1,0,1,0,0,0,0,1,0,0
20152,CHI,0,0,1,35.97,7/30/2019,10/30/2019,92,0,0,0,Other,0,1,0,0,39,0,0,0,0,0,0,0,1,0,0
20155,FRA,0,0,1,39.1,3/31/2020,6/30/2020,91,0,0,0,US/Canada,1,1,1,1,23,23,16,4,2,2,2,0,0,0,1
20156,TGL,0,0,1,0,12/30/2018,12/30/2019,365,0,0,0,US/Canada,1,1,0,1,4,4,1,3,1,4,1,2,0,0,11
20157,ENG,0,1,0,#VALUE!,3/25/2020,1/1/2021,282,0,1,1,Other,1,0,1,1,7,7,0,1,0,0,1,0,0,0,1
20159,ENG,0,0,0,#VALUE!,1/1/2020,4/1/2020,91,1,0,0,Europe,1,1,1,1,0,0,0,0,0,5,6,3,0,0,3
20160,ENG,0,1,1,35.97,11/28/2019,6/28/2020,213,0,0,1,Other,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
20161,ENG,0,0,0,#VALUE!,2/5/2019,8/5/2019,181,1,0,0,US/Canada,1,0,1,1,17,0,0,0,0,0,0,5,0,0,7
20162,POR,0,0,1,37.77,9/23/2019,12/23/2019,91,0,0,0,US/Canada,1,1,1,1,192,27,0,22,0,0,2,0,0,0,0
20163,ESP,0,0,1,38.22,2/16/2020,5/16/2020,90,0,0,0,US/Canada,1,1,1,1,10,2,0,1,0,8,1,0,0,0,8
20165,ESP,0,1,0,#VALUE!,3/21/2020,1/24/2021,309,0,1,1,US/Canada,1,0,1,1,4,0,0,0,0,0,1,0,0,0,2
20166,RUS,0,0,1,19.63,12/5/2018,3/6/2019,91,0,0,0,Europe,1,1,0,1,0,0,0,0,0,1,0,3,0,0,4
20167,ESP,0,1,0,#VALUE!,3/24/2020,2/24/2021,337,0,1,0,US/Canada,1,0,1,1,10,3,0,3,0,0,3,1,0,0,2
20168,EBR,0,0,1,76.23,7/24/2019,10/24/2019,92,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20169,ENG,0,1,0,#VALUE!,10/18/2018,10/21/2019,368,0,1,0,US/Canada,1,0,1,1,0,0,0,0,0,0,2,0,0,0,1
20171,ALL,0,0,1,95.88,3/27/2020,3/27/2021,365,0,0,1,US/Canada,1,1,0,1,0,0,0,0,0,2,4,2,0,0,3
20172,FRA,0,1,1,79,7/8/2019,1/8/2020,184,0,0,0,US/Canada,1,1,1,1,58,0,0,0,0,3,4,1,0,0,2
20173,ESP,0,1,0,#VALUE!,12/29/2018,6/29/2019,182,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20174,KIS,0,0,1,0,10/18/2018,10/18/2020,731,0,1,0,Europe,1,1,1,1,33,2,1,2,1,1,1,0,0,0,0
20177,DEU,0,0,0,#VALUE!,2/21/2019,2/21/2020,365,1,0,0,US/Canada,1,0,1,1,164,151,0,55,0,2,2,1,0,0,7
20178,ESP,0,0,0,#VALUE!,1/17/2020,4/17/2020,91,1,0,0,US/Canada,1,0,1,1,5,0,0,0,0,1,1,0,0,0,2
20179,ITA,0,0,0,#VALUE!,3/7/2020,6/7/2020,92,1,0,0,US/Canada,1,0,1,1,6,0,0,0,0,0,1,0,0,0,1
20180,ESP,0,0,1,35.97,3/20/2020,6/30/2020,102,0,1,0,Other,1,1,0,1,4,2,0,1,0,11,4,10,0,0,5
20181,FRA,0,0,1,35.97,9/5/2019,3/5/2020,182,0,0,0,Other,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
20183,CHI,0,1,0,#VALUE!,10/29/2018,11/1/2019,368,0,1,0,US/Canada,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20184,ESP,0,0,0,#VALUE!,3/20/2020,2/21/2021,338,1,0,1,US/Canada,1,0,1,1,52,0,0,0,0,1,5,1,0,0,10
20185,LAT,0,0,1,0,11/5/2018,11/6/2020,732,0,0,0,US/Canada,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0
20186,TUR,0,0,1,0,3/21/2019,6/21/2019,92,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20187,JPN,0,1,1,13.43,3/25/2019,8/25/2019,153,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20188,DEU,0,0,0,#VALUE!,3/20/2020,1/24/2021,310,1,0,1,US/Canada,1,0,1,1,12,0,0,0,0,1,5,4,0,0,3
20190,CHI,0,0,0,#VALUE!,3/30/2020,6/30/2020,92,0,0,1,Other,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
20191,ESP,0,0,1,65.94,1/14/2019,2/6/2020,388,0,0,0,US/Canada,1,1,1,1,41,4,0,2,0,3,7,0,0,0,13
20192,RUS,0,1,0,#VALUE!,5/5/2019,5/15/2020,376,0,0,1,US/Canada,1,1,1,1,2,0,0,0,0,2,3,2,0,0,2
20193,KIS,0,0,1,0,2/14/2019,8/20/2019,187,0,0,0,Other,0,1,0,0,44,2,0,2,0,0,0,0,1,0,0
20194,DEU,0,0,1,35.97,1/31/2020,4/30/2020,90,0,0,0,Other,0,1,0,0,12,0,0,0,0,0,0,0,1,0,0
20195,ESP,0,0,1,0,3/8/2019,9/8/2019,184,0,0,0,US/Canada,1,1,1,1,180,2,2,2,2,0,4,0,0,0,0
20196,DEU,0,0,1,0,10/12/2018,1/12/2019,92,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20197,ENG,0,0,0,#VALUE!,10/12/2019,4/12/2020,183,1,0,0,Other,1,0,0,1,0,0,0,0,0,6,8,5,0,0,10
20198,FRA,0,0,0,#VALUE!,12/20/2018,3/20/2019,90,1,0,0,Other,1,0,0,1,0,0,0,0,0,3,1,0,0,0,2
20199,ESC,0,0,1,98.58,3/28/2020,3/28/2021,365,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20200,ESP,0,1,0,#VALUE!,3/23/2020,12/29/2020,281,0,1,1,US/Canada,1,0,1,1,4,0,0,0,0,0,3,2,0,0,2
20201,ESP,0,1,0,#VALUE!,3/23/2020,12/29/2020,281,0,1,1,US/Canada,1,0,1,1,4,0,0,0,0,1,5,3,0,0,4
20202,ESP,0,0,0,#VALUE!,10/27/2019,1/27/2020,92,1,0,0,US/Canada,1,0,0,1,0,0,0,0,0,3,3,1,0,0,4
20203,FRA,0,1,0,#VALUE!,10/14/2018,3/17/2019,154,0,1,0,Other,1,0,1,1,5,1,0,1,0,0,0,0,0,0,19
20204,VIE,0,0,0,#VALUE!,10/28/2019,4/28/2020,183,0,0,1,US/Canada,1,1,1,1,2,1,0,1,0,4,5,1,0,0,5
20205,EBR,0,0,1,35.97,3/3/2020,6/6/2020,95,0,0,1,Other,1,1,0,1,1,1,0,1,0,10,9,7,0,0,9
20206,GRK,0,0,1,35.97,2/14/2020,5/14/2020,90,1,0,1,US/Canada,1,0,1,1,55,16,1,4,1,2,6,4,0,0,10
20207,ESP,0,0,0,#VALUE!,2/27/2019,2/27/2020,365,1,0,0,US/Canada,1,0,1,1,10,0,0,0,0,0,0,6,0,0,13
20208,ENG,0,0,1,0,4/29/2019,7/29/2019,91,0,0,0,US/Canada,1,1,1,1,46,0,0,0,0,0,2,1,0,0,3
20210,GRK,0,0,1,10.28,5/31/2019,5/31/2021,731,1,0,1,Europe,1,0,0,1,0,0,0,0,0,0,3,3,0,0,4
20211,TGL,0,1,0,#VALUE!,10/6/2018,7/9/2020,642,0,0,1,US/Canada,1,1,1,1,4,0,0,0,0,2,2,2,0,0,9
20214,DEU,0,1,0,#VALUE!,3/18/2020,1/29/2021,317,0,1,0,US/Canada,1,0,1,1,13,1,1,1,1,1,6,4,0,0,4
20215,GLE,0,0,1,0,11/2/2018,2/2/2019,92,1,0,0,US/Canada,1,1,0,1,26,5,0,5,0,0,1,0,0,0,0
20217,ESP,0,0,1,41.63,12/2/2019,3/2/2020,91,0,0,0,Other,0,1,0,0,15,4,1,4,1,0,0,0,1,0,0
20218,ENG,0,0,1,43.16,3/30/2020,6/30/2020,92,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20219,FRA,0,0,0,#VALUE!,3/12/2020,6/12/2020,92,1,0,1,US/Canada,1,0,1,1,10,7,0,2,0,0,2,0,0,0,1
20220,ESP,0,0,1,35.97,11/20/2019,2/20/2020,92,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20221,RUS,0,0,0,#VALUE!,2/8/2019,2/8/2020,365,1,0,0,US/Canada,1,0,1,1,15,0,0,0,0,0,0,0,0,0,3
20222,ESP,0,0,0,#VALUE!,11/16/2019,2/16/2020,92,1,0,0,US/Canada,1,0,1,1,29,3,0,2,0,2,2,0,0,0,3
20223,ESP,0,1,0,#VALUE!,3/22/2020,4/15/2021,389,0,1,1,US/Canada,1,0,1,1,4,0,0,0,0,1,5,2,0,0,4
20224,FRA,0,1,1,79,7/3/2019,4/26/2020,298,1,0,0,US/Canada,1,0,1,1,9,4,4,1,1,2,4,0,0,0,2
20226,CHI,0,1,1,79,1/30/2019,4/30/2020,456,0,0,1,Other,0,1,0,0,8,7,0,2,0,0,0,0,1,0,0
20227,ESP,0,1,1,79,8/3/2019,5/6/2020,277,0,1,0,Other,1,1,1,1,4,4,0,3,0,1,5,0,0,0,1
20228,LAT,0,0,1,109.88,2/21/2020,2/21/2021,366,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14145,ARA,0,1,0,#VALUE!,2/2/2019,5/2/2020,455,1,0,1,US/Canada,1,1,1,1,87,5,0,5,0,4,3,8,0,0,9
20233,DEU,0,1,1,119,2/16/2019,2/23/2020,372,1,0,0,US/Canada,1,0,0,1,0,0,0,0,0,3,6,2,0,0,3
20234,ESP,0,0,1,35.97,3/10/2020,6/10/2020,92,1,0,1,US/Canada,1,0,1,1,7,0,0,0,0,2,2,0,0,0,2
20235,POR,0,0,0,#VALUE!,2/7/2019,5/7/2019,89,0,0,0,US/Canada,1,1,0,1,0,0,0,0,0,1,1,0,0,0,3
20236,ESC,0,0,1,114.73,9/6/2019,3/6/2020,182,0,0,0,Europe,1,1,0,1,0,0,0,0,0,3,6,2,0,0,2
20238,JPN,0,0,0,#VALUE!,1/2/2020,4/2/2020,91,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20239,ENG,0,1,0,#VALUE!,3/16/2019,9/16/2019,184,1,0,0,US/Canada,1,1,1,1,0,0,0,0,0,0,2,7,0,0,6
20241,ARA,0,0,1,15.08,12/1/2018,1/1/2020,396,1,0,0,Europe,1,0,1,1,109,1,0,1,0,1,4,0,0,0,4
20242,ESP,0,0,1,0,11/10/2018,5/10/2019,181,0,0,1,US/Canada,1,1,1,1,206,77,0,63,0,0,1,0,0,0,0
20245,CHI,0,0,0,#VALUE!,10/31/2019,1/31/2020,92,1,0,0,US/Canada,1,0,0,1,0,0,0,0,0,4,5,2,0,0,4
20246,FRA,0,0,1,0,2/13/2019,2/13/2020,365,0,0,0,US/Canada,1,1,1,1,12,2,1,2,1,3,5,0,0,0,3
20249,NED,0,0,0,#VALUE!,2/21/2020,5/21/2020,90,1,0,1,Europe,1,0,0,1,0,0,0,0,0,3,5,5,0,0,6
20250,ESP,0,0,0,#VALUE!,3/17/2020,6/17/2020,92,1,0,0,US/Canada,1,0,1,1,7,1,0,1,0,4,4,2,0,0,5
20251,DEU,0,0,0,#VALUE!,1/30/2020,4/30/2020,91,1,0,0,US/Canada,1,0,0,1,0,0,0,0,0,6,5,5,0,0,10
20252,SVE,0,1,1,79,11/5/2018,3/15/2020,496,0,0,1,US/Canada,1,1,1,1,5,0,0,0,0,1,4,0,0,0,2
20253,ESP,0,0,1,0,11/27/2018,5/27/2020,547,0,0,1,US/Canada,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0
20254,FRA,0,1,1,35.97,1/4/2020,7/4/2020,182,0,0,1,US/Canada,1,1,1,1,192,89,0,47,0,1,4,1,0,0,3
20255,JPN,0,0,1,0,5/9/2019,8/12/2019,95,0,1,0,US/Canada,1,1,1,1,18,0,0,0,0,0,3,0,0,0,0
20256,CHI,0,1,1,35.97,10/17/2018,7/18/2020,640,0,0,1,US/Canada,1,1,1,1,3,0,0,0,0,0,5,0,0,0,0
20257,FRA,0,0,0,#VALUE!,8/4/2019,11/4/2019,92,1,0,0,Europe,1,0,0,1,0,0,0,0,0,2,3,2,0,0,1
20258,FRA,0,0,0,#VALUE!,1/28/2020,4/28/2020,91,1,0,0,US/Canada,1,0,1,1,10,0,0,0,0,5,6,6,0,0,8
20259,FRA,0,0,1,0,3/11/2019,9/11/2019,184,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20261,DEU,0,1,0,#VALUE!,3/26/2020,7/9/2020,105,1,0,1,US/Canada,1,0,1,1,3,0,0,0,0,4,3,2,0,0,9
20262,ENG,0,1,1,79,2/5/2019,2/5/2020,365,0,0,0,Other,0,1,0,0,5,5,5,1,1,0,0,0,1,0,0
20263,EBR,0,0,1,42.53,3/11/2019,6/11/2019,92,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20264,ENG,0,0,1,0,10/26/2018,4/26/2019,182,0,0,0,US/Canada,1,1,1,1,79,1,0,1,0,0,2,0,0,0,2
20265,ITA,0,0,0,#VALUE!,2/13/2020,5/13/2020,90,1,0,0,US/Canada,1,0,1,1,16,0,0,0,0,0,4,4,0,0,13
20267,ESC,0,0,1,65.94,3/26/2020,3/26/2021,365,0,0,1,Other,1,1,0,1,0,0,0,0,0,0,3,0,0,0,2
20268,JPN,0,0,0,#VALUE!,8/21/2019,11/21/2019,92,1,0,0,US/Canada,1,0,0,1,0,0,0,0,0,2,3,2,0,0,3
20269,KOR,0,0,1,0,12/21/2018,12/21/2019,365,0,0,0,US/Canada,1,1,1,1,174,6,1,5,1,4,4,0,0,0,6
20271,FRA,0,0,1,0,11/24/2018,5/24/2019,181,0,0,0,US/Canada,1,1,1,1,176,36,0,22,0,0,2,0,0,0,0
20272,RUS,0,0,1,0,10/9/2018,11/9/2019,396,0,0,0,US/Canada,1,1,0,1,0,0,0,0,0,1,4,1,0,0,3
20273,JPN,0,0,1,0,1/27/2019,1/27/2020,365,0,0,0,US/Canada,1,1,1,1,95,0,0,0,0,5,6,1,0,0,6
