ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Puchase Amounts,Subscription Start Date,Subscription Expiration,Duration,Demo User,Free Trial User,Auto Renew,Country,User Type,Lead Platform (App = 0),Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,App Start,App Other,App Completed,App NULL,App Onboarding,App Launch Times
3169,ENG,0,0,1,0,10/8/2018,11/8/2019,396,0,0,0,US/Canada,1,1,1,1,17,0,0,0,0,0,0,0,0,0,2
3171,RUS,0,1,0,#VALUE!,11/16/2019,5/16/2020,182,1,0,1,US/Canada,1,0,1,1,2,0,0,0,0,98,98,82,0,0,105
3172,ENG,0,0,0,#VALUE!,10/30/2019,1/30/2020,92,1,0,0,Other,1,0,0,1,0,0,0,0,0,12,12,9,0,0,13
3174,DEU,0,0,0,#VALUE!,10/1/2019,12/31/2019,91,1,0,0,US/Canada,1,0,1,1,73,8,2,4,1,9,14,7,0,0,20
3175,DEU,0,1,0,#VALUE!,3/26/2020,3/26/2021,365,1,0,0,US/Canada,1,0,1,1,3,0,0,0,0,8,10,1,0,0,17
3176,RUS,0,1,1,13.43,2/1/2019,5/2/2020,456,0,0,1,Europe,1,1,0,1,9,9,0,2,0,15,25,14,0,0,19
3177,ENG,0,1,0,#VALUE!,8/3/2019,5/3/2020,274,1,0,1,US/Canada,1,0,1,1,1,0,0,0,0,54,52,43,0,0,53
3178,GRK,0,0,1,37.73,3/13/2020,6/17/2020,96,0,1,1,Europe,1,1,1,1,246,241,223,9,3,22,24,20,0,0,20
3179,ESC,0,0,1,55.18,1/27/2020,7/27/2020,182,1,0,1,Europe,1,0,0,1,68,68,64,2,1,6,27,22,0,0,23
3180,CHI,0,0,1,0,11/15/2018,5/15/2019,181,0,0,0,US/Canada,1,1,1,1,3,0,0,0,0,10,13,10,0,0,28
3181,ENG,0,0,0,#VALUE!,3/28/2019,7/9/2020,469,1,0,1,US/Canada,1,0,0,1,0,0,0,0,0,56,46,101,0,0,164
3182,ESP,0,0,1,0,3/4/2019,3/4/2020,366,0,0,0,US/Canada,1,1,1,1,110,75,0,9,0,5,6,14,0,0,27
3183,ESP,0,0,0,#VALUE!,3/14/2020,6/14/2020,92,1,0,0,US/Canada,1,0,1,1,9,4,0,2,0,0,1,1,0,0,5
3184,ENG,0,1,0,#VALUE!,10/28/2018,6/26/2019,241,1,0,0,Other,1,0,0,1,0,0,0,0,0,6,17,15,0,0,24
3185,DEU,0,1,1,79,4/20/2019,10/20/2019,183,0,1,0,US/Canada,1,1,0,1,0,0,0,0,0,12,23,13,0,0,36
3186,FRA,0,0,1,0,11/11/2018,11/11/2019,365,0,0,1,US/Canada,1,1,0,1,0,0,0,0,0,3,6,3,0,0,3
3187,FRA,0,0,1,37.73,11/15/2019,2/18/2020,95,0,1,0,Europe,1,1,0,1,0,0,0,0,0,19,23,19,0,0,30
3190,ESP,0,0,1,37.77,2/24/2020,6/13/2020,110,0,1,1,US/Canada,1,1,1,1,25,13,10,5,4,3,11,10,0,0,15
3191,ESC,0,0,0,#VALUE!,3/23/2020,11/3/2020,225,1,0,1,US/Canada,1,0,1,1,4,0,0,0,0,18,20,13,0,0,22
3192,POL,0,1,1,35.97,4/9/2019,7/9/2020,457,1,0,1,US/Canada,1,0,0,1,15,15,0,2,0,14,10,11,0,0,33
3193,FRA,0,0,1,48.61,10/15/2019,1/27/2020,104,0,1,0,Europe,1,1,0,1,0,0,0,0,0,6,8,3,0,0,4
3195,RUS,0,1,0,#VALUE!,10/19/2018,10/22/2019,368,0,1,0,US/Canada,1,0,1,1,125,7,0,5,0,1,1,1,0,0,42
3196,ESC,0,1,0,#VALUE!,8/9/2019,2/9/2020,184,1,0,0,US/Canada,1,0,1,1,14,0,0,0,0,1,2,1,0,0,3
3197,ESP,0,1,0,#VALUE!,8/20/2019,5/20/2020,274,1,0,1,US/Canada,1,0,1,1,2,0,0,0,0,5,6,4,0,0,9
3198,ITA,0,0,1,0,1/17/2019,7/17/2019,181,0,0,0,Other,1,1,0,1,1,0,0,0,0,9,43,36,0,0,43
3199,FRA,0,1,0,#VALUE!,9/4/2019,6/4/2020,274,1,0,1,US/Canada,1,0,1,1,1,0,0,0,0,7,8,5,0,0,8
3200,FRA,0,1,0,#VALUE!,3/26/2020,11/6/2020,225,0,1,1,Other,1,0,1,1,2,0,0,0,0,34,36,29,0,0,42
3201,ENG,0,1,1,79,4/29/2019,10/29/2019,183,1,0,1,US/Canada,1,0,1,1,123,0,0,0,0,7,5,10,0,0,39
3202,DEU,0,1,1,35.97,3/15/2019,6/15/2020,458,1,0,1,US/Canada,1,0,1,1,4,0,0,0,0,5,10,7,0,0,15
3204,ESP,0,0,0,#VALUE!,3/22/2020,12/29/2020,282,1,0,1,US/Canada,1,0,1,1,7,0,0,0,0,2,3,0,0,0,2
3205,TGL,0,0,1,0,11/26/2018,11/26/2019,365,0,0,0,Other,1,1,1,1,186,38,0,38,0,1,2,2,0,0,5
3206,FRA,0,0,0,#VALUE!,3/20/2020,1/9/2021,295,1,0,1,US/Canada,1,0,1,1,28,28,0,6,0,11,20,18,0,0,16
3207,ESP,0,0,0,#VALUE!,11/9/2019,5/9/2020,182,1,0,1,US/Canada,1,0,1,1,2,0,0,0,0,15,19,7,0,0,25
3208,VIE,0,0,0,#VALUE!,3/23/2020,1/5/2021,288,1,0,1,US/Canada,1,0,1,1,18,5,0,3,0,4,24,31,0,0,44
3209,ESC,0,1,1,12.4,2/10/2019,5/10/2020,455,1,0,1,Europe,1,1,0,1,131,131,0,2,0,0,8,56,0,0,61
3211,ALL,0,0,1,95.88,3/26/2020,3/26/2021,365,0,0,1,US/Canada,1,1,1,1,224,55,49,21,18,5,3,3,0,0,6
3212,EBR,0,0,0,#VALUE!,6/20/2019,9/20/2019,92,1,0,0,Other,1,0,0,1,0,0,0,0,0,19,11,24,0,0,23
3213,ESP,0,0,1,37.77,3/19/2020,6/22/2020,95,0,1,1,US/Canada,1,1,1,1,6,1,0,1,0,8,10,10,0,0,8
3214,FRA,0,0,0,#VALUE!,3/17/2020,6/17/2020,92,1,0,0,US/Canada,1,0,1,1,10,0,0,0,0,2,7,6,0,0,9
3215,ESP,0,0,0,#VALUE!,3/23/2020,2/9/2021,323,1,0,1,US/Canada,1,0,1,1,10,0,0,0,0,0,4,2,0,0,3
3216,ESP,0,0,1,0,5/15/2019,11/15/2019,184,1,0,0,US/Canada,1,1,1,1,219,73,2,49,1,3,3,15,0,0,21
3217,ESP,0,0,0,#VALUE!,3/23/2020,1/12/2021,295,1,0,1,US/Canada,1,0,1,1,14,4,0,1,0,7,21,20,0,0,26
3218,SVE,0,0,1,132,9/22/2019,9/22/2021,731,0,0,0,Europe,1,1,1,1,0,0,0,0,0,37,37,31,0,0,43
3219,FRA,0,1,0,#VALUE!,3/3/2019,9/3/2019,184,1,0,0,US/Canada,1,0,1,1,17,0,0,0,0,6,0,6,0,0,10
3222,ITA,0,0,0,#VALUE!,4/30/2019,7/30/2019,91,1,0,0,US/Canada,1,0,0,1,0,0,0,0,0,1,1,4,0,0,7
3223,RUS,0,0,0,#VALUE!,3/4/2020,3/4/2021,365,1,0,1,US/Canada,1,0,1,1,8,0,0,0,0,99,100,75,0,0,100
3224,EBR,0,0,1,22.96,1/28/2019,1/28/2020,365,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3225,ESC,0,1,0,#VALUE!,3/22/2020,2/8/2021,323,0,1,1,Other,1,0,1,1,3,0,0,0,0,39,36,42,0,0,64
3226,ESP,0,1,0,#VALUE!,3/20/2020,2/6/2021,323,0,1,1,US/Canada,1,0,1,1,22,17,0,6,0,14,22,13,0,0,21
3227,ENG,0,1,0,#VALUE!,4/1/2019,6/1/2019,61,1,0,0,Europe,1,0,0,1,0,0,0,0,0,2,2,7,0,0,13
3228,FRA,0,1,0,#VALUE!,3/23/2020,1/6/2021,289,0,1,1,US/Canada,1,0,1,1,11,5,0,3,0,1,11,9,0,0,19
3229,ITA,0,1,0,#VALUE!,3/21/2019,6/24/2019,95,0,1,0,US/Canada,1,0,1,1,71,0,0,0,0,0,2,2,0,0,7
3230,ENG,0,0,0,#VALUE!,4/24/2019,7/24/2019,91,0,0,0,Europe,1,1,1,1,32,4,0,4,0,6,7,12,0,0,18
3232,ESC,0,0,1,69.32,7/25/2019,2/28/2020,218,0,0,0,US/Canada,1,1,0,1,24,6,1,6,1,70,110,121,0,0,115
3233,ESP,0,1,1,119,10/13/2018,4/13/2020,548,0,0,0,US/Canada,1,1,1,1,1,1,0,1,0,1,4,0,0,0,2
3234,EBR,0,0,1,22.4,4/26/2019,4/26/2020,366,0,0,1,Europe,1,1,1,1,0,0,0,0,0,45,77,76,0,0,103
3235,ESP,0,1,0,#VALUE!,11/19/2018,11/22/2019,368,0,1,0,US/Canada,1,0,0,1,129,2,1,2,1,0,0,3,0,0,8
3237,FRA,0,0,0,#VALUE!,3/23/2020,1/13/2021,296,1,0,1,US/Canada,1,0,1,1,71,69,60,6,2,5,8,4,0,0,13
3238,ARA,0,0,0,#VALUE!,10/5/2019,1/5/2020,92,1,0,0,US/Canada,1,0,1,1,96,1,0,1,0,12,12,5,0,0,13
3239,ESP,0,0,1,0,12/27/2018,3/27/2019,90,1,0,0,US/Canada,1,0,0,1,0,0,0,0,0,3,6,2,0,0,2
3240,ESP,0,0,1,35.97,12/16/2019,5/9/2020,145,0,0,1,US/Canada,1,1,1,1,9,0,0,0,0,50,61,43,0,0,68
3241,DEU,0,1,1,13.43,12/20/2018,8/1/2019,224,1,0,1,Europe,1,0,1,1,14,0,0,0,0,1,1,0,0,0,10
3242,ENG,0,0,1,35.97,11/4/2019,2/7/2020,95,0,1,0,US/Canada,1,1,1,1,80,4,0,4,0,9,31,13,0,0,32
3243,ESP,0,0,0,#VALUE!,11/3/2019,2/3/2020,92,1,0,0,US/Canada,1,0,0,1,17,4,4,1,1,6,6,2,0,0,10
3245,DEU,0,1,0,#VALUE!,3/26/2020,3/18/2021,357,1,0,1,Europe,1,0,0,1,1,0,0,0,0,1,5,5,0,0,13
3246,ENG,0,0,1,0,12/12/2018,4/4/2019,113,0,0,0,US/Canada,1,1,1,1,0,0,0,0,0,0,2,1,0,0,9
3247,FRA,0,1,1,8.27,12/9/2018,5/9/2020,517,0,0,1,Europe,1,1,1,1,6,0,0,0,0,5,13,5,0,0,8
3248,ESP,0,0,1,0,10/20/2018,4/20/2019,182,1,0,0,US/Canada,1,0,1,1,3,0,0,0,0,7,9,8,0,0,25
3250,ESP,0,0,0,#VALUE!,11/24/2018,11/24/2019,365,1,0,0,US/Canada,1,0,1,1,76,0,0,0,0,15,8,23,0,0,41
3251,ESP,0,0,1,38.06,8/10/2019,11/10/2019,92,1,0,0,US/Canada,1,1,0,1,0,0,0,0,0,6,9,5,0,0,10
3252,ESP,0,0,1,35.97,11/4/2019,2/4/2020,92,1,0,0,US/Canada,1,0,1,1,55,15,0,10,0,11,14,9,0,0,22
3253,DEU,0,0,0,#VALUE!,3/23/2020,1/26/2021,309,1,0,1,Europe,1,0,0,1,1,0,0,0,0,9,17,22,0,0,24
3254,ITA,0,1,0,#VALUE!,1/7/2020,7/10/2020,185,0,1,1,US/Canada,1,1,1,1,11,1,0,1,0,7,34,27,0,0,41
3255,ARA,0,0,1,65.94,6/23/2019,12/26/2019,186,0,1,0,US/Canada,1,1,1,1,17,0,0,0,0,13,7,10,0,0,17
3256,ENG,0,0,0,#VALUE!,12/2/2019,3/2/2020,91,1,0,0,US/Canada,1,0,1,1,1,0,0,0,0,18,20,12,0,0,18
3257,ESP,0,0,1,42.12,11/28/2019,2/28/2020,92,1,0,0,US/Canada,1,0,1,1,33,0,0,0,0,7,11,12,0,0,21
3258,ALL,0,1,0,#VALUE!,3/7/2020,3/10/2021,368,0,1,1,Other,1,0,1,1,0,0,0,0,0,4,7,0,0,0,6
3259,ESP,0,1,0,#VALUE!,3/23/2020,3/2/2021,344,0,1,1,US/Canada,1,0,1,1,4,1,0,1,0,2,2,0,0,0,6
3260,RUS,0,0,0,#VALUE!,3/23/2020,1/6/2021,289,0,1,1,US/Canada,1,1,1,1,13,3,0,2,0,31,22,31,0,0,49
3261,ESP,0,0,0,#VALUE!,12/8/2018,12/8/2019,365,1,0,0,US/Canada,1,0,1,1,17,0,0,0,0,0,0,28,0,0,22
3263,ESP,0,1,1,79,7/16/2019,4/16/2020,275,1,0,0,US/Canada,1,1,1,1,11,11,0,4,0,8,39,29,0,0,38
3265,ITA,0,0,1,70.23,1/18/2020,7/21/2020,185,0,0,1,US/Canada,1,1,1,1,10,8,2,5,1,1,9,7,0,0,14
3266,EBR,0,1,0,#VALUE!,11/3/2019,5/3/2020,182,1,0,1,Europe,1,0,1,1,10,9,0,1,0,11,12,8,0,0,14
3268,ENG,0,0,0,#VALUE!,2/4/2020,5/4/2020,90,1,0,1,US/Canada,1,0,1,1,4,0,0,0,0,2,4,4,0,0,4
3270,ENG,0,1,0,#VALUE!,3/7/2019,3/10/2020,369,0,1,0,US/Canada,1,0,1,1,1,0,0,0,0,20,17,56,0,0,61
3271,FRA,0,0,0,#VALUE!,2/5/2020,5/29/2020,114,0,1,1,US/Canada,1,1,1,1,23,0,0,0,0,9,10,5,0,0,12
3273,ALL,0,0,1,95.88,3/24/2020,3/24/2021,365,0,0,1,US/Canada,1,1,1,1,10,0,0,0,0,1,1,1,0,0,1
3274,ENG,0,1,0,#VALUE!,1/26/2019,4/25/2020,455,1,0,1,US/Canada,1,0,1,1,0,0,0,0,0,5,10,34,0,0,26
3275,FRA,0,0,1,95.88,8/6/2019,8/6/2020,366,0,0,0,US/Canada,1,1,0,1,2,2,0,1,0,19,19,18,0,0,20
3276,ALL,0,0,1,143.76,3/13/2020,3/13/2022,730,1,0,1,US/Canada,1,0,1,1,12,9,0,3,0,2,1,0,0,0,4
3277,ESC,0,1,0,#VALUE!,3/29/2019,12/29/2019,275,1,0,0,Europe,1,0,0,1,0,0,0,0,0,0,1,3,0,0,4
3278,FAR,0,1,0,#VALUE!,3/25/2020,7/15/2020,112,1,0,1,US/Canada,1,0,0,1,1,1,0,1,0,6,10,1,0,0,11
3281,KOR,0,0,1,26.95,12/25/2019,3/25/2020,91,1,0,0,Europe,1,0,1,1,0,0,0,0,0,14,14,6,0,0,15
3282,ESP,0,1,0,#VALUE!,3/24/2020,3/18/2021,359,0,0,1,US/Canada,1,1,1,1,2,0,0,0,0,71,57,97,0,0,114
3284,ITA,0,0,0,#VALUE!,3/25/2020,2/19/2021,331,1,0,1,US/Canada,1,0,1,1,3,0,0,0,0,23,24,20,0,0,24
3285,FRA,0,0,0,#VALUE!,7/17/2019,10/17/2019,92,0,0,0,US/Canada,1,1,1,1,86,29,0,27,0,15,7,32,0,0,39
3286,ESP,0,0,1,35.97,8/13/2019,12/30/2019,139,0,1,1,US/Canada,1,1,1,1,129,0,0,0,0,1,3,1,0,0,3
3287,ITA,0,0,0,#VALUE!,9/27/2019,12/27/2019,91,1,0,0,US/Canada,1,0,0,1,12,12,0,6,0,2,3,1,0,0,2
3288,EBR,0,0,1,42.9,2/26/2020,5/26/2020,90,1,0,1,Europe,1,0,0,1,1,0,0,0,0,10,9,8,0,0,12
3289,ENG,0,0,1,35.97,3/1/2020,6/1/2020,92,1,0,1,US/Canada,1,0,1,1,7,0,0,0,0,21,8,17,0,0,24
3291,ITA,0,1,0,#VALUE!,9/21/2019,6/21/2020,274,1,0,1,Europe,1,0,0,1,0,0,0,0,0,6,7,3,0,0,13
3292,ESP,0,1,0,#VALUE!,4/18/2019,10/18/2020,549,1,0,1,US/Canada,1,0,1,1,1,0,0,0,0,1,4,3,0,0,6
3293,ITA,0,0,0,#VALUE!,1/27/2020,7/27/2020,182,1,0,1,US/Canada,1,0,1,1,19,10,0,5,0,4,20,16,0,0,25
3294,FRA,0,1,1,79,11/27/2018,11/27/2019,365,0,0,0,US/Canada,1,1,1,1,190,20,0,17,0,6,10,18,0,0,33
3295,ENG,0,0,0,33.33,3/13/2020,6/13/2020,92,1,0,1,Europe,1,0,0,1,0,0,0,0,0,20,22,17,0,0,23
3297,ESP,0,0,1,0,4/26/2019,7/26/2019,91,1,0,1,US/Canada,1,1,0,1,0,0,0,0,0,0,2,7,0,0,10
3298,RUS,0,0,1,14.95,11/23/2018,11/23/2020,731,1,0,0,Europe,1,0,1,1,4,4,0,1,0,8,9,16,0,0,22
3299,ALL,0,0,0,#VALUE!,3/29/2020,3/29/2021,365,1,0,1,US/Canada,1,0,0,1,0,0,0,0,0,1,7,4,0,0,6
3300,ENG,0,1,0,#VALUE!,1/6/2020,7/5/2020,181,0,0,1,US/Canada,1,1,1,1,5,0,0,0,0,24,26,22,0,0,30
3301,FRA,0,0,1,148.8,7/14/2019,7/14/2021,731,0,0,0,Europe,1,1,1,1,6,6,3,3,2,2,4,1,0,0,12
3302,ITA,0,0,1,0,5/25/2019,8/25/2019,92,1,0,0,US/Canada,1,0,1,1,76,0,0,0,0,2,3,6,0,0,10
3303,ITA,0,1,0,#VALUE!,6/8/2019,6/19/2020,377,0,1,1,Europe,1,0,0,1,0,0,0,0,0,28,33,41,0,0,52
3304,DEU,0,0,0,#VALUE!,3/22/2020,1/4/2021,288,1,0,1,US/Canada,1,0,1,1,12,0,0,0,0,36,30,62,0,0,68
3305,ENG,0,1,0,#VALUE!,12/17/2018,12/20/2019,368,0,1,0,Europe,1,0,0,1,0,0,0,0,0,4,1,3,0,0,8
3306,ITA,0,1,0,#VALUE!,1/3/2020,7/3/2020,182,1,0,1,Europe,1,0,1,1,12,5,0,3,0,3,3,2,0,0,11
3307,ESP,0,1,1,79,10/3/2018,1/3/2020,457,0,0,0,Other,1,1,0,1,0,0,0,0,0,2,6,1,0,0,3
3308,FRA,0,0,0,#VALUE!,8/25/2019,2/25/2020,184,1,0,0,Europe,1,0,0,1,0,0,0,0,0,6,7,0,0,0,4
3309,ESP,0,0,0,#VALUE!,3/17/2019,3/17/2020,366,1,0,0,Other,1,0,1,1,2,0,0,0,0,1,3,8,0,0,12
3310,CHI,0,0,1,48.61,3/21/2020,6/25/2020,96,0,1,1,Europe,1,1,1,1,6,3,0,1,0,7,1,10,0,0,4
3311,ESP,0,0,1,0,11/26/2018,12/2/2019,371,0,0,0,US/Canada,1,1,1,1,190,16,0,14,0,0,2,1,0,0,3
3312,FRA,0,0,1,103.4,9/20/2019,6/25/2020,279,0,0,1,Europe,1,1,0,1,0,0,0,0,0,31,24,24,0,0,31
3314,ITA,0,1,0,#VALUE!,1/2/2019,1/5/2020,368,0,1,0,US/Canada,1,0,0,1,0,0,0,0,0,11,11,30,0,0,39
3315,ITA,0,0,1,39,11/22/2019,4/1/2020,131,0,1,0,Other,1,1,0,1,7,7,2,3,1,6,10,7,0,0,16
3316,ESP,0,0,0,#VALUE!,8/28/2019,11/28/2019,92,1,0,0,US/Canada,1,0,0,1,0,0,0,0,0,7,8,7,0,0,6
3318,ENG,0,1,1,79,2/18/2019,12/1/2019,286,1,0,0,US/Canada,1,1,1,1,65,0,0,0,0,27,23,33,0,0,58
3319,SVE,0,0,1,0,12/23/2018,12/23/2019,365,0,0,0,US/Canada,1,1,0,1,65,9,0,9,0,0,2,0,0,0,0
3320,ENG,0,1,1,35.97,8/22/2019,5/22/2020,274,0,0,0,US/Canada,1,1,1,1,2,0,0,0,0,0,17,10,0,0,14
3321,EBR,0,0,1,26.95,9/18/2019,12/21/2019,94,0,0,0,Europe,1,1,1,1,65,44,27,18,5,20,22,8,0,0,24
3322,DEU,0,0,0,#VALUE!,3/15/2019,9/15/2019,184,1,0,0,US/Canada,1,0,0,1,0,0,0,0,0,0,1,4,0,0,8
3325,CHI,0,1,0,#VALUE!,11/30/2018,12/3/2019,368,0,1,0,US/Canada,1,0,0,1,0,0,0,0,0,7,8,2,0,0,10
3328,TGL,0,0,1,109,12/1/2019,12/1/2020,366,0,0,1,US/Canada,1,1,0,1,0,0,0,0,0,21,24,23,0,0,29
3329,ESP,0,0,1,0,3/17/2019,3/17/2020,366,0,0,1,US/Canada,1,1,1,1,3,1,0,1,0,0,3,12,0,0,13
3330,ESP,0,1,1,8.27,2/17/2019,5/17/2020,455,1,0,1,Europe,1,1,0,1,11,9,0,1,0,12,14,25,0,0,64
3333,ESP,0,1,0,#VALUE!,3/14/2019,3/17/2020,369,0,1,0,US/Canada,1,0,1,1,10,0,0,0,0,0,2,3,0,0,7
3334,FRA,0,1,1,35.97,1/2/2020,7/2/2020,182,1,0,1,US/Canada,1,0,1,1,7,1,0,1,0,25,38,34,0,0,39
3335,DEU,0,0,1,32.34,9/18/2019,12/28/2019,101,0,1,0,Europe,1,1,0,1,0,0,0,0,0,9,3,8,0,0,5
3336,ENG,0,0,1,0,2/25/2019,2/25/2020,365,1,0,0,Other,1,0,1,1,44,8,2,3,1,7,21,49,0,0,50
3337,ENG,0,1,0,#VALUE!,3/16/2020,2/5/2021,326,0,1,0,Other,1,0,0,1,1,0,0,0,0,29,31,27,0,0,27
3338,ITA,0,1,0,#VALUE!,3/20/2020,1/31/2021,317,1,0,1,Europe,1,0,1,1,18,16,0,3,0,3,4,0,0,0,7
3340,ESC,0,0,0,#VALUE!,6/27/2019,9/27/2019,92,1,0,0,US/Canada,1,0,0,1,6,3,1,2,1,6,6,2,0,0,7
3341,KOR,0,0,1,0,10/5/2018,10/5/2019,365,0,0,1,US/Canada,1,1,1,1,83,0,0,0,0,0,1,0,0,0,1
3342,ESP,0,0,1,35.97,6/28/2019,1/25/2020,211,1,0,0,US/Canada,1,0,1,1,134,35,2,30,2,67,45,59,0,0,75
3343,ESP,0,1,0,#VALUE!,5/7/2019,11/7/2019,184,1,0,0,US/Canada,1,0,0,1,48,2,1,2,1,0,1,12,0,0,14
3344,ESP,0,0,1,35.97,3/17/2020,6/17/2020,92,1,0,1,US/Canada,1,0,1,1,5,0,0,0,0,3,10,10,0,0,11
3345,DEU,0,0,1,42.53,7/22/2019,10/22/2019,92,1,0,0,Europe,1,0,0,1,0,0,0,0,0,5,9,11,0,0,16
3346,CHI,0,0,1,0,10/17/2018,10/17/2019,365,1,0,0,US/Canada,0,0,1,1,0,0,0,0,0,9,21,8,0,1,5
3347,DEU,0,1,0,#VALUE!,12/13/2018,12/17/2019,369,0,1,0,Other,1,0,0,1,0,0,0,0,0,95,85,107,0,0,158
3348,ESC,0,0,1,9.52,3/17/2019,3/17/2021,731,0,0,1,Other,1,1,0,1,39,39,0,1,0,16,17,9,0,0,31
3349,TGL,0,1,1,119,2/8/2019,8/8/2020,547,0,0,1,US/Canada,1,1,1,1,6,5,0,2,0,2,4,0,0,0,0
3350,KOR,0,0,1,43.56,9/30/2019,4/29/2020,212,1,0,0,Europe,1,0,0,1,6,6,6,1,1,31,49,18,0,0,61
3351,FRA,0,0,1,35.97,3/24/2020,6/30/2020,98,0,0,1,US/Canada,1,1,0,1,9,2,2,1,1,1,8,6,0,0,5
3352,ESP,0,0,0,#VALUE!,1/23/2020,4/22/2020,90,1,0,0,US/Canada,1,0,1,1,11,2,0,2,0,1,1,0,0,0,2
3353,ALL,0,0,0,#VALUE!,3/10/2020,3/10/2021,365,1,0,1,Other,1,0,1,1,0,0,0,0,0,18,18,17,0,0,15
3354,ESP,0,0,1,0,5/15/2019,8/18/2019,95,0,0,0,US/Canada,1,1,1,1,91,32,5,20,2,6,8,17,0,0,31
3355,ESP,0,1,1,119,8/7/2019,8/7/2020,366,1,0,1,US/Canada,1,0,1,1,6,4,0,2,0,8,10,5,0,0,9
3356,FRA,0,0,0,#VALUE!,2/27/2020,5/27/2020,90,1,0,1,US/Canada,1,0,0,1,0,0,0,0,0,6,20,19,0,0,24
3357,ENG,0,0,0,#VALUE!,9/16/2019,12/16/2019,91,1,0,0,US/Canada,1,0,0,1,230,204,2,110,1,16,19,10,0,0,20
3358,JPN,0,0,1,35.97,3/25/2020,6/29/2020,96,0,1,1,US/Canada,1,1,1,1,9,4,3,3,2,5,2,2,0,0,2
3359,ENG,0,1,0,#VALUE!,3/19/2020,5/12/2020,54,0,1,1,Europe,1,0,0,1,1,0,0,0,0,6,8,25,0,0,31
3361,ARA,0,0,1,0,10/29/2018,1/29/2019,92,0,0,0,Europe,0,1,1,1,130,12,10,5,3,11,11,7,0,0,23
3363,FAR,0,0,1,0,3/10/2019,6/10/2019,92,0,0,0,Europe,1,1,0,1,0,0,0,0,0,0,3,19,0,0,3
3364,ARA,0,0,0,59.99,6/8/2019,12/8/2019,183,1,0,1,US/Canada,1,0,0,1,0,0,0,0,0,4,3,0,0,0,3
3365,ESP,0,0,1,0,12/3/2018,12/3/2019,365,0,1,0,US/Canada,1,1,1,1,9,6,0,2,0,25,76,59,0,0,74
3366,ARA,0,1,0,#VALUE!,1/3/2019,1/6/2020,368,0,1,0,Other,1,0,1,1,2,0,0,0,0,12,11,13,0,0,15
3367,FRA,0,1,0,#VALUE!,3/20/2020,2/7/2021,324,0,1,1,US/Canada,1,0,0,1,4,4,0,2,0,2,24,23,0,0,21
3369,TGL,0,1,0,#VALUE!,8/11/2019,8/11/2020,366,1,0,1,US/Canada,1,0,1,1,2,0,0,0,0,8,9,6,0,0,7
3370,ENG,0,0,0,#VALUE!,11/18/2018,3/22/2019,124,0,1,0,Other,1,0,1,1,0,0,0,0,0,0,1,10,0,0,13
3371,ESP,0,0,1,65.94,11/1/2019,11/1/2020,366,1,0,1,US/Canada,1,1,1,1,4,1,0,1,0,5,10,9,0,0,9
3372,ESP,0,1,0,#VALUE!,1/9/2020,4/9/2021,456,1,0,0,Europe,1,0,0,1,0,0,0,0,0,49,52,51,0,0,46
3373,ESP,0,0,1,35.97,3/16/2020,6/16/2020,92,1,0,1,US/Canada,1,1,1,1,12,11,9,4,2,4,9,12,0,0,17
3374,ALL,0,0,1,102.21,3/6/2020,3/6/2021,365,1,0,1,US/Canada,1,0,1,1,14,0,0,0,0,11,10,10,0,0,9
3376,ESP,0,0,0,#VALUE!,3/29/2020,6/29/2020,92,1,0,1,US/Canada,1,0,1,1,8,5,0,4,0,3,3,3,0,0,3
3377,ESP,0,0,1,0,3/28/2019,11/12/2019,229,0,1,1,US/Canada,1,0,0,1,8,3,1,2,1,0,5,2,0,0,1
3380,EBR,0,0,0,#VALUE!,9/28/2019,12/28/2019,91,1,0,0,Europe,1,0,0,1,0,0,0,0,0,20,21,13,0,0,19
3381,ESP,0,0,0,#VALUE!,12/3/2019,3/3/2020,91,1,0,0,US/Canada,1,0,0,1,15,7,1,3,1,2,3,1,0,0,5
3382,ARA,0,1,1,35.97,1/10/2020,7/10/2020,182,0,0,0,Europe,1,1,0,1,13,2,1,2,1,10,13,8,0,0,6
3383,POR,0,0,1,39.16,12/4/2019,3/4/2020,91,0,0,0,US/Canada,1,1,1,1,19,13,7,7,4,7,12,9,0,0,34
3384,FRA,0,0,0,#VALUE!,11/7/2019,2/7/2020,92,1,0,0,US/Canada,1,0,0,1,0,0,0,0,0,28,30,27,0,0,37
3386,ESP,0,1,0,#VALUE!,12/26/2019,6/26/2020,183,1,0,0,US/Canada,1,0,1,1,2,2,0,1,0,9,46,44,0,0,54
3387,NED,0,1,0,#VALUE!,9/17/2019,9/21/2020,370,0,1,1,US/Canada,1,0,1,1,2,0,0,0,0,10,11,8,0,0,17
3388,ITA,0,0,1,114.73,7/12/2019,1/12/2020,184,1,0,0,Europe,1,1,0,1,0,0,0,0,0,17,4,12,0,0,19
3389,ESC,0,1,0,#VALUE!,11/17/2019,5/21/2020,186,0,1,0,Europe,1,1,0,1,0,0,0,0,0,8,9,8,0,0,8
3390,FRA,0,0,1,46.2,1/8/2020,4/8/2020,91,0,0,0,Other,0,1,0,0,5,4,0,2,0,0,0,0,1,0,0
